LOCATION,HWF_0010,HWF_0010-footnote,HWF_0010-footnote-short,HWF_0006,HWF_0006-footnote,HWF_0006-footnote-short,HWF_0001,HWF_0001-footnote,HWF_0001-footnote-short,MDG_0000000003_15_19,MDG_0000000003_15_19-footnote,MDG_0000000003_15_19-footnote-short,SDGSUICIDE,SDGSUICIDE-footnote,SDGSUICIDE-footnote-short,FINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP-footnote,FINPROTECTION_CATA_TOT_10_POP-footnote-short,FINPROTECTION_CATA_TOT_25_POP,FINPROTECTION_CATA_TOT_25_POP-footnote,FINPROTECTION_CATA_TOT_25_POP-footnote-short,MDG_0000000003_10_14,MDG_0000000003_10_14-footnote,MDG_0000000003_10_14-footnote-short,SDGFPALL,SDGFPALL-footnote,SDGFPALL-footnote-short,SDGHEPHBSAGPRV,SDGHEPHBSAGPRV-footnote,SDGHEPHBSAGPRV-footnote-short,SDGPOISON,SDGPOISON-footnote,SDGPOISON-footnote-short,WHOSIS_000002_BTSX,WHOSIS_000002_BTSX-footnote,WHOSIS_000002_BTSX-footnote-short,WHOSIS_000002_FMLE,WHOSIS_000002_FMLE-footnote,WHOSIS_000002_FMLE-footnote-short,WHOSIS_000002_MLE,WHOSIS_000002_MLE-footnote,WHOSIS_000002_MLE-footnote-short,HWF_0014,HWF_0014-footnote,HWF_0014-footnote-short,M_Est_tob_curr_std,M_Est_tob_curr_std-footnote,M_Est_tob_curr_std-footnote-short,MDG_0000000025,MDG_0000000025-footnote,MDG_0000000025-footnote-short,WHS4_100,WHS4_100-footnote,WHS4_100-footnote-short,MDG_0000000020,MDG_0000000020-footnote,MDG_0000000020-footnote-short,SDGWSHBOD,SDGWSHBOD-footnote,SDGWSHBOD-footnote-short,SDGHIV,SDGHIV-footnote,SDGHIV-footnote-short,MALARIA_EST_INCIDENCE,MALARIA_EST_INCIDENCE-footnote,MALARIA_EST_INCIDENCE-footnote-short,NCDMORT3070,NCDMORT3070-footnote,NCDMORT3070-footnote-short,SA_0000001688,SA_0000001688-footnote,SA_0000001688-footnote-short,MDG_0000000007,MDG_0000000007-footnote,MDG_0000000007-footnote-short,MCV2,MCV2-footnote,MCV2-footnote-short,SDGAIRBODA,SDGAIRBODA-footnote,SDGAIRBODA-footnote-short,WHOSIS_000003,WHOSIS_000003-footnote,WHOSIS_000003-footnote-short,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED-footnote,UHC_INDEX_REPORTED-footnote-short,SDGIHR2021,SDGIHR2021-footnote,SDGIHR2021-footnote-short,PCV3,PCV3-footnote,PCV3-footnote-short,MDG_0000000026,MDG_0000000026-footnote,MDG_0000000026-footnote-short,RS_198,RS_198-footnote,RS_198-footnote-short,SDGNTDTREATMENT,SDGNTDTREATMENT-footnote,SDGNTDTREATMENT-footnote-short,WHOSIS_000001_BTSX,WHOSIS_000001_BTSX-footnote,WHOSIS_000001_BTSX-footnote-short,WHOSIS_000001_FMLE,WHOSIS_000001_FMLE-footnote,WHOSIS_000001_FMLE-footnote-short,WHOSIS_000001_MLE,WHOSIS_000001_MLE-footnote,WHOSIS_000001_MLE-footnote-short,SDGODA01,SDGODA01-footnote,SDGODA01-footnote-short,SDGHPVRECEIVED,SDGHPVRECEIVED-footnote,SDGHPVRECEIVED-footnote-short,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL-footnote,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL-footnote-short,AMR_INFECT_MRSA,AMR_INFECT_MRSA-footnote,AMR_INFECT_MRSA-footnote-short,AMR_INFECT_ECOLI,AMR_INFECT_ECOLI-footnote,AMR_INFECT_ECOLI-footnote-short,SUD_TREATMENTSERVICES_COVERAGE_DRUGS,SUD_TREATMENTSERVICES_COVERAGE_DRUGS-footnote,SUD_TREATMENTSERVICES_COVERAGE_DRUGS-footnote-short,SDGHEALTHFACILITIESESSENTIALMEDS,SDGHEALTHFACILITIESESSENTIALMEDS-footnote,SDGHEALTHFACILITIESESSENTIALMEDS-footnote-short
Sudan,2.5,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,10.83,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,2.5,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,3.2,,,,,,,,,,,,,,,1.7,,,1.2,,,58.5,,,58.5,,,58.5,,,0.24,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,,,,51,,,50,,,15.8,,,0.11,,,68.07,,,21.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.0,,,50.1,,,38,,,143,,,24.8,,,44,,,55,,,52,,,256,,,19.6,,,12 159 633,Aggregation across diseases,,67.6,,,68.9,,,66.2,,,2.26,,,,,,,,,,,,,,,,,,,,
Suriname,0.7,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,17.27,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,13.55,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,40.4,Registration National Statistics & WPP2024,,22.3,,,4.87,,,1.35,,,1.5,Registration National Statistics & WPP2024,,57.5,2018.    Suriname 2018 Multiple Indicator Cluster Survey,,0.1,,,0.2,,,60.3,,,61.7,,,58.9,,,0.81,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,100,"Skilled health personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2023 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 21 September 2023). ",,72,,,29,,,7.1,,,0.83,,,0,,,18.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,5.9,,,16.2,,,52,,,50,,,9.9,,,63,,,40,,,,,,84,,,16.2,,,369,Aggregation across diseases,,69.8,,,72.7,,,67.0,,,12.52,,,0,,,,,,,,,,,,,,,,,
Sweden,7.74,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,116.65,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,44.08,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,2.0,Registration Eurostat,,13.8,,,,,,,,,0.0,Registration Eurostat,,86.7,"2017. Data pertain to women currently married and currently cohabiting. Sampling design might not be representative for the whole country. Unmet need data do not necessarily correspond to the 2012 DHS definition. Women were identified as having  unmet need for family planning if they were sexually active, not using contraception, capable of having children, did not have a same-sex partner, and did not want to become pregnant. Sweden 2017 Contraception Survey",,0.1,,,0.2,,,71.1,,,71.2,,,71.0,,,7.83,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,22.7,The most recent survey was conducted in 2021. This is a projection.,,,,,94,,,3.7,,,3,,,No data,,,,,,7.9,,,9.6,,,2.5,,,92,,,8,,,1.4,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,90,,,94,,,4,,,2.1,,,48,Aggregation across diseases,,82.7,,,84.3,,,81.0,,,,,,88,,,,,,1.9,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,7.3,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,35.4,,,,,
Switzerland,4.06,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,187.6,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,44.77,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,1.4,Registration Eurostat,,14.0,,,7.9,,,0.32,,,0,Registration Eurostat,,,,,0.2,,,0.1,,,71.1,,,71.3,,,70.9,,,6.61,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,25.5,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2017. This is a projection.,,,,,95,,,5.4,,,2.5,,,<0.1,,,,,,7.5,,,9.2,,,3.9,,,91,,,10,,,2.8,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,90,,,89,,,5,,,2.4,,,39,Aggregation across diseases,,83.3,,,85.1,,,81.5,,,,,,70,,,,,,4.1,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,9.8,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Syrian Arab Republic,10.22,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,17.57,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,15.21,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,0.6,,,,,,,,,,,,,,,0.7,,,0.3,,,62.3,,,62.8,,,61.8,,,16.31,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,,,,66,,,17,,,9.1,,,<0.01,,,,,,21.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.1,,,20.6,,,64,,,96,,,10.0,,,64,,,41,,,,,,20,,,29.9,,,2 971 666,Aggregation across diseases,,72.4,,,74.4,,,70.6,,,2.74,,,,,,,,,29.4,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,78.6,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Tajikistan,1.5,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,64.53,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,18.7,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,39.2,Registration National Statistics & WPP2024,,2.4,,,9.8,,,1.4,,,0,Registration National Statistics & WPP2024,,52.1,2017.    Tajikistan 2017 Demographic and Health Survey,,0.2,,,0.9,,,63.1,,,63.6,,,62.6,,,2.56,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,98," Statistical Agency under the President of the Republic of Tajikistan, Ministry of Health and Social Protection of Population of the Republic of Tajikistan, ICF. Tajikistan Demographic and Health Survey 2023: Key Indicators Report [Internet]. Dushanbe (Tajikistan): Statistical Agency under the President of the Republic of Tajikistan, Ministry of Health and Social Protection of Population of the Republic of Tajikistan, and ICF; 2024 Jul [cited 2025 Jan 24]. Available from: https://dhsprogram.com/pubs/pdf/PR155/PR155eng.pdf",,96,,,79,,,9,,,<0.1,,,0,,,18.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.7,,,27.3,,,96,,,201,,,12.6,,,67,,,60,,,31,,,14,,,13.9,,,3 375 143,Aggregation across diseases,,71.8,,,73.5,,,70.2,,,6.17,,,,,,,,,,,,,,,3.4,,,,,
Thailand,1.13,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,35.72,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,5.41,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,18.0,Thailand 2022 Multiple Indicator Cluster Survey,,16.6,,,2.05,,,0.33,,,0.8,Registration National Statistics & WPP2024,,87,2022.    Thailand 2022 Multiple Indicator Cluster Survey,,0.3,,,0.4,,,65.8,,,68.1,,,63.5,,,2.24,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,19.2,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,,100,"  National Statistical Office of Thailand. 2023. Thailand Multiple Indicator Cluster Survey 2022, Survey Findings Report.
Bangkok, Thailand: National Statistical Office of Thailand.",,92,,,157,,,11.8,,,0.13,,,0.67,,,14.5,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,7.6,,,9.2,,,87,,,46,,,5.2,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,89,,,,,,34,,,25.4,,,159 310,Aggregation across diseases,,75.3,,,79.0,,,71.8,,,0.23,,,8,,,,,,7.5,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,33.8,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Timor-Leste,0.02,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,17.38,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,7.52,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,41.9,Timor-Leste 2016 Demographic and Health Survey,,3.6,,,,,,,,,0,Timor-Leste 2016 Demographic and Health Survey,,45.9,2016.    Timor-Leste 2016 Demographic and Health Survey,,0.7,,,0.3,,,59.5,,,60.6,,,58.6,,,2.08,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,38.7,The most recent survey was conducted in 2016. This is a projection.,,69, National Institute of Statistics Timor-Leste. Timor-Leste Population and Housing Census 2022: Main Report. Dili (Timor-Leste): National Institute of Statistics; 2023. Available from: https://timor-leste.unfpa.org/sites/default/files/pub-pdf/final-main-report_tlphc-census_2022.pdf,,83,,,498,,,20.4,,,<0.1,,,0,,,20.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.2,,,50.0,,,72,,,187,,,22.2,,,52,,,51,,,56,,,192,,,12.0,,,438 316,Aggregation across diseases,,68.0,,,69.6,,,66.5,,,13.09,,,,,,,,,38.1,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,50,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Togo,0.02,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,4.94,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,0.8,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,79.0,Togo 2017 Multiple Indicator Cluster Survey,,9.3,,,13.68,,,2.99,,,3.0,Togo 2017 Malaria Indicator Survey,,39.6,2017.    Togo 2017 Multiple Indicator Cluster Survey,,3.3,,,1.1,,,55.8,,,56.8,,,55.0,,,0.28,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,6.4,The most recent survey was conducted in 2017. This is a projection.,,69,"Doctor, nurse, midwife, medical assistant, auxiliary midwife  Enquête par grappes à indicateurs multiples (MICS6) Togo, 2017, Rapport final. Lomé: Institut National de la Statistique et des Etudes Economiques et Démographiques (INSEED), UNICEF; 2018 (in French).",,85,,,30,,,42.4,,,0.26,,,230.33,,,25.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,1.2,,,58.3,,,58,,,226,,,23.1,,,44,,,36,,,85,,,349,,,22.7,,,4 591 039,Aggregation across diseases,,63.9,,,66.4,,,61.5,,,7.3,,,46,,,,,,,,,,,,,,,,,
Tonga,1.42,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,41.99,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,10.14,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,30.0,Tonga 2019 Multiple Indicator Cluster Survey,,4.7,,,,,,,,,,,,49.9,2019.    Tonga 2019 Multiple Indicator Cluster Survey,,0.9,,,1.3,,,63.8,,,64.9,,,62.7,,,0.76,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,31.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,,98,"Doctor, Nurse/midwife, Health officer, Community nurse Tonga Multiple Indicator Cluster Survey 2019, Survey Findings Report. Nuku’alofa: Tonga Statistics Department; 2020. ",,99,,,8.8,,,7.1,,,No data,,,,,,26.9,,,0.3,,,9.9,,,99,,,52,,,4.3,,,57,,,54,,,99,,,67,,,8.5,,,37 131,Aggregation across diseases,,72.7,,,75.3,,,70.2,,,26.63,,,30,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2.99,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,41.08,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,41.57,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,13.3,,,,,,,,,,,,45.4,"2022. Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.   Trinidad and Tobago 2022 Multiple Indicator Cluster Survey",,0.2,,,0.1,,,61.9,,,63.9,,,60.0,,,6.28,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,99,"Doctor, nurse, midwife, auxilary midwife Central Statistical Office (Trinidad and Tobago). Trinidad and Tobago Multiple Indicator Cluster Survey 2022: Survey Findings Report. Port of Spain (Trinidad and Tobago): Central Statistical Office; 2023. Available from: https://mics.unicef.org/sites/mics/files/2024-08/Trinidad%20and%20Tobago%202022%20MICS%20Survey%20Findings%20Report_English.pdf",,96,,,21,,,1.6,,,No data,,,,,,20.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,4.8,,,19.1,,,91,,,20,,,12.9,,,75,,,66,,,94,,,54,,,5.0,,,144,Aggregation across diseases,,71.7,,,75.2,,,68.4,,,,,,8,,,,,,,,,,,,,,,0,* data from only capital city ,
Tunisia,3.68,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,21.61,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,13.15,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,4.2,Registration National Statistics & WPP2024,,1.8,,,16.74,,,2.36,,,0,Registration National Statistics & WPP2024,,68.7,2023.    Tunisia 2023 Multiple Indicator Cluster Survey,,0.1,,,0.4,,,63.6,,,64.4,,,62.9,,,2.42,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,20.5,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.,,98,"Skilled personnel National Institute of Statistics (Tunisia), United Nations Children's Fund (UNICEF). Tunisia Multiple Indicator Cluster Survey 2023. New York: United Nations Children's Fund (UNICEF); 2023.",,97,,,38,,,3.1,,,<0.1,,,,,,13.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,1.8,,,12.9,,,97,,,56,,,8.4,,,67,,,78,,,97,,,36,,,16.3,,,3619,Aggregation across diseases,,74.1,,,76.8,,,71.5,,,1.48,,,,,,,,,13.6,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,19.8,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Türkiye,4.87,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,34.83,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,22.36,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,12.2,Registration Eurostat,,2.7,,,4.22,,,0.67,,,0.1,Registration Eurostat,,60.2,2018.    Turkey 2018 Demographic and Health Survey,,0.1,,,0.3,,,65.2,,,65.9,,,64.5,,,4.48,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,30.5,The most recent survey was conducted in 2019. This is a projection.,,97, Sa?l?k ?statistikleri Y?ll??? 2019 Haber Bülteni. [Health Statistics Yearbook 2019 Newsletter]. Ankara: Ministry of Health [Turkey]; 2020 (in Turkish).,,99,,,13,,,2.5,,,No data,,,,,,15.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,2.2,,,12.8,,,94,,,45,,,4.9,,,76,,,75,,,95,,,15,,,6.5,,,2,Aggregation across diseases,,75.3,,,78.1,,,72.5,,,0.48,,,,,,1.4,,,31.4,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,52.2,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Turkmenistan,1.24,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,34.88,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,19.3,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,22.4,Turkmenistan 2019 Multiple Indicator Cluster Survey,,6.8,,,,,,,,,0.0,Turkmenistan 2019 Multiple Indicator Cluster Survey,,79.6,2019.    Turkmenistan 2019 Multiple Indicator Cluster Survey,,0.1,,,0.3,,,60.8,,,62.8,,,58.8,,,1.39,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,5.6,The most recent survey was conducted in 2018. This is a projection.,,100," Ministry of Health and Medical Industry, 2023",,98,,,49,,,5.7,,,No data,,,,,,25.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,3.0,,,40.0,,,99,,,89,,,22.8,,,75,,,81,,,99,,,5,,,8.0,,,72,Aggregation across diseases,,69.1,,,72.5,,,65.7,,,0.38,,,99,,,,,,,,,,,,,,,,,
