measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Schizophrenia,Rate,2021,133.78216313893046,162.76741801733095,102.56320766398332
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Depressive disorders,Rate,2021,623.3927509600132,859.4750254584752,432.6361513225711
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Bipolar disorder,Rate,2021,150.95205311963653,216.7718546340991,89.63237055012821
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Bipolar disorder,Rate,2021,99.82215189852475,144.9868411139966,61.459761479379274
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Anxiety disorders,Rate,2021,663.0103727841388,961.5587297106424,411.1119244557279
DALYs (Disability-Adjusted Life Years),Mozambique,Both,Age-standardized,Anxiety disorders,Rate,2021,714.2579255233734,1013.7409863511972,482.4393486492816
DALYs (Disability-Adjusted Life Years),Mozambique,Both,Age-standardized,Eating disorders,Rate,2021,21.34364341783085,31.7999395880842,12.77437020097093
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Other mental disorders,Rate,2021,113.95801943186054,162.0536604719596,75.09127927757109
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Eating disorders,Rate,2021,96.7501311787443,144.0208333738299,55.1752467638687
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Autism spectrum disorders,Rate,2021,111.57994474377325,216.365605080744,52.73136508379149
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,107.09758808787177,160.43237759798808,62.23562369140764
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Conduct disorder,Rate,2021,69.52097442809405,107.83411187066201,39.51584270878723
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,20.33855258349762,41.620346505916,7.997118085904467
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Other mental disorders,Rate,2021,110.47427530231538,158.32219904004262,71.51460735882816
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Conduct disorder,Rate,2021,69.07137212013745,109.95309651169177,39.87358952964832
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,23.536659780750572,46.138022525045024,10.178589941694673
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Other mental disorders,Rate,2021,110.26262566839684,155.94642400615348,71.5518163971672
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Bipolar disorder,Rate,2021,102.81552278949472,148.19195769186416,59.73634007931444
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Anxiety disorders,Rate,2021,291.39436789192155,435.6256849184842,183.74536217244327
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Eating disorders,Rate,2021,30.47830100061467,46.18743765791797,17.487838833478996
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Other mental disorders,Rate,2021,110.205214613788,156.53278662728616,73.01958087788505
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Depressive disorders,Rate,2021,496.25654440895016,725.9993449340881,334.95193690266973
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Depressive disorders,Rate,2021,492.46685072752115,720.5045223240129,334.1831387002151
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Bipolar disorder,Rate,2021,66.74039138643454,94.47564270008809,40.62785670196813
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Mental disorders,Rate,2021,1667.4642749729833,2204.8227973467406,1199.7702715118091
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Schizophrenia,Rate,2021,186.890137049946,242.11108478794,132.40953106015166
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Depressive disorders,Rate,2021,343.9607244311872,488.5566475664114,238.4294104269049
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Bipolar disorder,Rate,2021,119.43654254706446,176.12713755499328,72.2966387334229
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Anxiety disorders,Rate,2021,588.8186120982605,864.4691210407209,370.06599247909014
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Autism spectrum disorders,Rate,2021,116.2781010940872,230.67908376936964,53.935868649072155
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,106.87439202508148,158.67872511050072,63.64997667761033
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Conduct disorder,Rate,2021,69.36219458399499,111.22661911103431,38.36660796827709
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,21.636904354860143,42.3060097359002,8.590480986797182
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,Age-standardized,Other mental disorders,Rate,2021,110.90563163836445,159.62034433553544,71.97725269727196
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Bipolar disorder,Rate,2021,134.73545944102395,196.4622379522721,80.64974316115882
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Anxiety disorders,Rate,2021,1403.4131533081654,1965.8837937924002,999.1515500073031
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Eating disorders,Rate,2021,101.18459496575453,150.83369355885503,60.28488348111789
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,54.28089920652266,81.71932973193118,29.532766985398094
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Conduct disorder,Rate,2021,53.87367017503562,84.97798072831095,29.567057062282963
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,31.75607652335121,59.433780725721356,14.588801502269916
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Other mental disorders,Rate,2021,111.57243294248921,159.28185588114866,73.01326941875486
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Other mental disorders,Rate,2021,119.41701471207854,170.38860149095183,76.94575890713291
DALYs (Disability-Adjusted Life Years),Monaco,Both,Age-standardized,Mental disorders,Rate,2021,2680.9255937242397,3484.5445020394286,1956.3125650579748
DALYs (Disability-Adjusted Life Years),Monaco,Both,Age-standardized,Schizophrenia,Rate,2021,174.4132441308083,234.6406851550551,119.5045839378878
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Depressive disorders,Rate,2021,565.1640168750415,815.7153283840618,381.3829734845876
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Bipolar disorder,Rate,2021,102.77216540190331,147.37578673389393,62.441920337062186
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Anxiety disorders,Rate,2021,577.5907069963821,874.7727313763054,359.61966752993635
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Eating disorders,Rate,2021,36.8026690633234,55.22563516484363,21.463247498294013
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Autism spectrum disorders,Rate,2021,135.69306128844377,268.7919586365583,61.71749223304379
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.77159357626296,37.491744424621835,13.927559089150304
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Conduct disorder,Rate,2021,69.03292400005412,110.5081122792769,38.991919537305684
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,12.650307429181392,31.8386921588131,2.876830447768009
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Other mental disorders,Rate,2021,112.55258349626428,161.19319764008446,73.41929391886755
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Bipolar disorder,Rate,2021,94.38897387147466,136.60430761403012,56.95211998308356
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Anxiety disorders,Rate,2021,619.7493404017049,888.4792354291639,417.8168155419503
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Eating disorders,Rate,2021,28.744829246377602,41.859646399425515,16.548966738724978
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,143.02372741369507,287.7970831333628,67.51430146930495
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Mental disorders,Rate,2021,2595.9571105269724,3373.8686112363707,1898.6475842924897
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Schizophrenia,Rate,2021,179.9445993270411,235.9842797847823,130.06569101298803
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Depressive disorders,Rate,2021,731.0150109116332,1000.2233533282027,502.8645825206429
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,Age-standardized,Mental disorders,Rate,2021,2069.657796287342,2765.7286842990234,1487.3514152192176
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,Age-standardized,Schizophrenia,Rate,2021,193.64321581556413,252.8675324950584,134.00255693491272
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,Age-standardized,Depressive disorders,Rate,2021,588.8072689436174,840.7125449074588,404.2388824280812
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,Age-standardized,Bipolar disorder,Rate,2021,97.87931830954625,144.19145483533373,58.358255766014075
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,116.97331658668583,232.81957025243443,54.63292869118002
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.56188905551926,37.071533272885624,13.82722289421386
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Conduct disorder,Rate,2021,68.9465845163825,108.78924981139893,40.49127745299328
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,60.99641375192459,114.7990199188396,29.199383382233002
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,Age-standardized,Other mental disorders,Rate,2021,110.85413517901819,158.73479845377912,72.64041403567633
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Mental disorders,Rate,2021,1851.5793965967662,2425.603352041404,1349.1376210980388
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Schizophrenia,Rate,2021,209.79797246398527,272.15089876016714,146.61103599526828
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,Age-standardized,Mental disorders,Rate,2021,1988.5096489355797,2633.950339378316,1453.5038991310505
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,Age-standardized,Schizophrenia,Rate,2021,196.30983541254693,238.6932117815507,146.89404948609385
DALYs (Disability-Adjusted Life Years),Panama,Both,Age-standardized,Depressive disorders,Rate,2021,534.4742243215289,785.6091234369984,352.03864398577616
DALYs (Disability-Adjusted Life Years),Panama,Both,Age-standardized,Bipolar disorder,Rate,2021,158.05019748059564,231.4171049094394,95.25366588084194
DALYs (Disability-Adjusted Life Years),Panama,Both,Age-standardized,Anxiety disorders,Rate,2021,502.4298052846669,750.7227252301138,334.13549022926975
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,50.479085542083205,79.19861986278862,29.539351366132678
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Conduct disorder,Rate,2021,69.60014181690424,110.78719790826794,40.06574217980893
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,10.862036382156937,27.08954426071001,2.3547167388954837
DALYs (Disability-Adjusted Life Years),Zambia,Both,Age-standardized,Other mental disorders,Rate,2021,109.88160653380868,156.44081496034943,72.77297489051273
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Bipolar disorder,Rate,2021,134.64906850614267,204.89621772294646,79.51274345770561
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Anxiety disorders,Rate,2021,991.2001498135195,1376.3812419412163,698.109504191888
DALYs (Disability-Adjusted Life Years),Andorra,Both,Age-standardized,Eating disorders,Rate,2021,108.61087372768358,162.34684327349655,63.62684392784642
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Depressive disorders,Rate,2021,603.852980149766,878.7603767479487,396.33332713937733
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Bipolar disorder,Rate,2021,97.34127741371171,141.29135911752763,57.814280747611726
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Anxiety disorders,Rate,2021,556.3540023976593,814.6140506310793,353.974036527535
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Eating disorders,Rate,2021,44.372825548936554,65.77488851795088,26.554413827817744
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Anxiety disorders,Rate,2021,231.50335689774226,343.3211744015712,154.55610254544
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Eating disorders,Rate,2021,36.207362528483515,52.71902210381888,21.11112729396459
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Autism spectrum disorders,Rate,2021,119.56984487501369,209.72528401077525,61.879443114613764
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,67.33917757388986,100.97589194313244,41.54545578642577
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Conduct disorder,Rate,2021,50.493417009388146,77.18340497810682,28.5857482259549
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,36.94428843981639,69.646628286814,17.981781715230596
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Other mental disorders,Rate,2021,111.5077934598329,159.33364134151836,72.35708920675876
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,Age-standardized,Mental disorders,Rate,2021,1753.9053790331968,2379.541516227546,1264.502086655114
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,Age-standardized,Schizophrenia,Rate,2021,205.47103922623427,266.183294709139,148.48006224334873
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,Age-standardized,Depressive disorders,Rate,2021,576.7553090247922,875.6756399859662,352.7087585608743
